Date,SOILT_P1_5cm,SOILT_P2_5cm,SOILT_P3_5cm,SOILT_5cm_gf,SOILT_P1_10cm,SOILT_P2_10cm,SOILT_P3_10cm,SOILT_10cm_gf,SOILT_P1_30cm,SOILT_P2_30cm,SOILT_P3_30cm,SOILT_30cm_gf,SOILT_P1_60cm,SOILT_P2_60cm,SOILT_P3_60cm,SOILT_60cm_gf,SWC_P1_5cm,SWC_P2_5cm,SWC_P3_5cm,SWC_5cm_gf,SWC_P1_10cm,SWC_P2_10cm,SWC_P3_10cm,SWC_10cm_gf,SWC_P1_30cm,SWC_P2_30cm,SWC_P3_30cm,SWC_30cm_gf,SWC_P1_60cm,SWC_P2_60cm,SWC_P3_60cm,SWC_60cm_gf
01/21/2019,0.2445026,0.279343491666667,0.1627673,0.228871130555556,NaN,0.498689125,0.506140283333333,0.502414704166667,1.37711289583333,1.418054625,1.0713725625,1.28884669444444,NaN,2.25840395833333,NaN,2.25840395833333,0.225404593538252,0.207677509433937,0.194288281344214,0.209123461438801,0.197126832952146,0.161473816179547,0.22484736579076,0.194482671640818,0.177381410400775,0.153239483735463,0.198192569429618,0.176271154521952,0.185332654546881,0.274478739492707,0.182468401402681,0.214093265147423
01/22/2019,0.24194844375,0.266105229166667,0.148670195833333,0.21890795625,NaN,0.482187483333333,0.493527833333333,0.487857658333333,1.35689039583333,1.40094570833333,1.05245814583333,1.27009808333333,NaN,2.238627875,NaN,2.238627875,0.227724864643914,0.208992994776401,0.195038606635085,0.210585488685133,0.198112731327546,0.162364603465861,0.225431169564629,0.195302834786012,0.177936672259627,0.153485174248038,0.198451238061838,0.176624361523168,0.185415075764276,0.274107879510103,0.182494950718769,0.214005968664383
01/23/2019,0.250903447916667,0.27396190625,0.15436564375,0.226410332638889,NaN,0.486551914583333,0.495169116666667,0.490860515625,1.35983660416667,1.39502877083333,1.058223525,1.27102963333333,NaN,2.231697875,NaN,2.231697875,0.229698765241048,0.210164581106753,0.195734841964816,0.211866062770872,0.199091433753984,0.163217731200568,0.225879217712506,0.196062794222353,0.178405683933309,0.153599170406477,0.198838521233659,0.176947791857815,0.185631626104871,0.273332668351522,0.182502737206935,0.213822343887776
01/24/2019,0.264121483333333,0.271649253395833,0.157479598541667,0.231083445090278,NaN,0.49534649375,0.503829954166667,0.499588223958333,1.36752620833333,1.39601133333333,1.04764859791667,1.27039537986111,NaN,2.223093375,NaN,2.223093375,0.230102317723666,0.210463639621602,0.196193104680936,0.212253020675401,0.199496144186274,0.16398470451181,0.22623776877634,0.196572872491475,0.178771474802885,0.153825066698391,0.199262530604619,0.177286357368632,0.185738537417352,0.272981479448725,0.182515808031777,0.213745274965951
01/25/2019,0.273904908333333,0.275732884375,0.158872498333333,0.236170097013889,NaN,0.503725045833333,0.509147639583333,0.506436342708333,1.362474375,1.3986324375,1.0450177625,1.26870819166667,NaN,2.21794597916667,NaN,2.21794597916667,0.228431543941427,0.209676153762113,0.196377747894287,0.211495148532609,0.199088053121395,0.164379497784262,0.226469456266173,0.196645669057277,0.179371551048103,0.154150824152414,0.199421324368979,0.177647899856499,0.186023263342464,0.272162614674338,0.182522719022462,0.213569532346422
01/26/2019,0.273270291666667,0.281423139583333,0.165957451717083,0.240216960989028,NaN,0.50312074375,0.500301891666666,0.501711317708333,1.3627094375,1.38787616666667,1.0502015,1.26692903472222,NaN,2.20726379166667,NaN,2.20726379166667,0.225761534198437,0.20807569188949,0.196182210331086,0.210006478806338,0.197812392274719,0.164063946167076,0.226491300787792,0.196122546409862,0.179632866660702,0.154238360477006,0.199479577406414,0.177783601514707,0.186274519713143,0.271827333611823,0.18255831127622,0.213553388200395
01/27/2019,0.269060350625,0.28869215625,0.177952022916667,0.245234843263889,NaN,0.5143490875,0.499588439583333,0.506968763541667,1.36115175,1.38236741666667,1.06029575,1.26793830555556,NaN,2.20698172916667,NaN,2.20698172916667,0.222946816694487,0.20629280981613,0.195541274875454,0.208260300462024,0.196134414893554,0.163487406402013,0.226170417496539,0.195264079597369,0.180105984219422,0.154288482352516,0.199569033256601,0.177987833276179,0.186448505740507,0.271094251726694,0.182610315888626,0.213384357785276
01/28/2019,0.271090089583333,0.276815841666667,0.16913550625,0.2390138125,NaN,0.507932658333333,0.504944066666667,0.5064383625,1.3528764375,1.3742259375,1.04750387708333,1.25820208402778,NaN,2.19259820833333,NaN,2.19259820833333,0.220911972427095,0.204876270989442,0.19464847590574,0.206812239774092,0.194497293149504,0.162842879273819,0.22578045377734,0.194373542066888,0.180454936397075,0.15423871009759,0.199625744355336,0.178106463616667,0.186648381068351,0.270693972898664,0.182705624534065,0.213349326167027
01/29/2019,0.269391060416667,0.277041227083333,0.1657017625,0.237378016666667,NaN,0.505529510416667,0.501840277083334,0.50368489375,1.346987125,1.37085777083333,1.0416102625,1.25315171944444,NaN,2.17990127083333,NaN,2.17990127083333,0.22008447532091,0.204096288029658,0.19371987312583,0.205966878825466,0.193340308730979,0.162351560617135,0.225627114315859,0.193772994554658,0.180568920331482,0.154211653965256,0.199491107011197,0.178090560435978,0.186755275521413,0.270172301224486,0.182785024483091,0.213237533742997
01/30/2019,0.26555251875,0.278110720833333,0.1622787025,0.235313980694444,NaN,0.483520291666667,0.490176625,0.486848458333333,1.33069589583333,1.36489725,1.0304582,1.24201711527778,NaN,2.16823722916667,NaN,2.16823722916667,0.218418931239185,0.202963742846012,0.192883193980983,0.204755289355393,0.192172865332159,0.161736632321558,0.225458384397903,0.19312262735054,0.180581157087147,0.153864315430455,0.199498488765196,0.177981320427599,0.186996496783272,0.269513600870262,0.182879843752384,0.213129980468639
01/31/2019,0.259699822916667,0.277497935416667,0.165491212291667,0.234229656875,NaN,0.48550638125,0.490799485416667,0.488152933333333,1.322269,1.35172475,1.01846877291667,1.23082084097222,NaN,2.16965416666667,NaN,2.16965416666667,0.216139964092163,0.201229026133436,0.191993192168378,0.203120727464659,0.190547209885616,0.161238263581379,0.225120242374398,0.192301905280464,0.180495041279546,0.153779721538976,0.199392558889085,0.177889107235869,0.187279506727711,0.269263898967905,0.182975325304507,0.213172910333375
02/01/2019,0.263265602083333,0.274713620833333,0.171587835416667,0.236522352777778,NaN,0.518043210416667,0.4973302375,0.507686723958333,1.3370676875,1.36130972916667,1.04599493958333,1.24812411875,NaN,2.14957372916667,NaN,2.14957372916667,0.21512142437399,0.199849748289618,0.190860823457509,0.201943998707039,0.189026032919447,0.160505782295149,0.224535695299184,0.191355836837927,0.180190561427181,0.15357465330248,0.199045734992671,0.177603649907444,0.187586728045372,0.268606899491978,0.183041958935735,0.213078528824362
02/02/2019,0.275308816666667,0.273511670833333,0.168986107083333,0.239268864861111,NaN,0.509527839583333,0.5015476,0.505537719791667,1.33255270833333,1.34699920833333,1.03725671458333,1.23893621041667,NaN,2.14928116666667,NaN,2.14928116666667,0.217033536475632,0.200674026596514,0.189959332849127,0.202555631973758,0.188965161022337,0.160354085144517,0.224282255266533,0.191200500477796,0.179935597999324,0.153476050231199,0.198664161577641,0.177358603269388,0.18775999136999,0.268124309610456,0.183040842483056,0.212975047821167
02/03/2019,0.28777016875,0.289132864583333,0.17974376875,0.252215600694444,NaN,0.512673275,0.50997978125,0.511326528125,1.3348054375,1.35260375,1.04504091666667,1.24415003472222,NaN,2.15090825,NaN,2.15090825,0.22006105516424,0.202940576569109,0.189896907039558,0.204299512924302,0.189916636836935,0.160451771368228,0.22449661295607,0.191621673720411,0.179663098977141,0.153098490101369,0.198610485424401,0.177124024834304,0.1879120870083,0.267687183173974,0.183027993550128,0.212875754577467
02/04/2019,0.287723010416667,0.296208377083333,0.181060041666667,0.254997143055556,NaN,0.518815152083333,0.5137264375,0.516270794791667,1.33841741666667,1.355619,1.0461633125,1.24673324305556,NaN,2.14579279166667,NaN,2.14579279166667,0.223055405038392,0.205272004401869,0.190428460208293,0.206251956549518,0.19167077861531,0.161150123289492,0.224945006798134,0.192588636234312,0.1795025598125,0.152777719702197,0.19860717144026,0.176962483651652,0.188155723476988,0.267051454812822,0.183066826547432,0.212758001612414
02/05/2019,0.292515222916667,0.29557461875,0.184025658333333,0.257371833333333,NaN,0.520143289583333,0.514891720833333,0.517517505208333,1.33439185416667,1.34936997916667,1.045595375,1.24311906944444,NaN,2.14013858333333,NaN,2.14013858333333,0.226408281732888,0.208120418909323,0.192483828766136,0.209004176469449,0.193870952369719,0.162044395075236,0.226503212987774,0.194139520144243,0.1794064560176,0.152940202952412,0.198609643041139,0.176985434003717,0.188394056531555,0.266696895035012,0.18327524469,0.212788732085522
02/06/2019,0.28066105625,0.28179073125,0.166224377083333,0.242892054861111,NaN,0.49719694375,0.491378466666667,0.494287705208333,1.31439508333333,1.32179975,1.015092975,1.21709593611111,NaN,2.1145963125,NaN,2.1145963125,0.229958553646725,0.212054786493491,0.195130769853982,0.212381369998066,0.196354059120625,0.16367171694776,0.229396235888404,0.196474003985597,0.179344686366695,0.153095735280258,0.199113842967243,0.177184754871399,0.188809686985422,0.266163524948827,0.183218365454861,0.21273052579637
02/07/2019,0.276209295833333,0.275110033333333,0.157650095833333,0.236323141666667,NaN,0.483873891666667,0.488398760416667,0.486136326041667,1.30501966666667,1.31113297916667,1.0036802625,1.20661096944444,NaN,2.09806177083333,NaN,2.09806177083333,0.233230157485334,0.215788155058205,0.196893731380303,0.21530401464128,0.199112337427566,0.1659202712138,0.231177542060384,0.198736716900583,0.17959588246738,0.153633625805951,0.19983665302244,0.177688720431923,0.189074929080496,0.265854193404244,0.183144841655983,0.212691321380241
02/08/2019,0.301155829166667,0.282787850416667,0.16889338125,0.250945686944444,NaN,0.49969959375,0.50050545,0.500102521875,1.314764875,1.31642866666667,1.01036905625,1.21385419930556,NaN,2.09909554166667,NaN,2.09909554166667,0.235225956533788,0.218672157824022,0.198193311630346,0.217363808662719,0.201792022156479,0.168195004440338,0.232295083619312,0.200760703405376,0.179746662826187,0.154278181241838,0.200687344814413,0.178237396294146,0.189195951915875,0.26536168353199,0.183187534604239,0.212581723350701
02/09/2019,0.309891704166667,0.30057515,0.183941741666667,0.264802865277778,NaN,0.513754214583333,0.505240858333333,0.509497536458333,1.31702129166667,1.32223322916667,1.01730565833333,1.21885339305556,NaN,2.09611764583333,NaN,2.09611764583333,0.235293070313146,0.21985976628405,0.199167211788295,0.218106682795164,0.203179102898402,0.169989367773755,0.233073385111868,0.202080618594675,0.180180324503984,0.155062763980625,0.201499003096857,0.178914030527155,0.189363075748935,0.264828124333407,0.18329053189693,0.212493910659757
02/10/2019,0.31099934375,0.305609704166667,0.1861178125,0.267575620138889,NaN,0.514129002083333,0.506515295833333,0.510322148958333,1.31706172916667,1.317759875,1.01724742291667,1.21735634236111,NaN,2.09257258333333,NaN,2.09257258333333,0.232679794567782,0.219609748932894,0.198957917382027,0.217082486960901,0.202164572676433,0.17096565730552,0.233258172033826,0.202129467338593,0.180684061913035,0.155988745132316,0.202154138336888,0.17960898179408,0.189658723517685,0.264456536441324,0.183443169014937,0.212519476324649
02/11/2019,0.2959472875,0.292717191666667,0.177721870833333,0.255462116666667,NaN,0.507555,0.500272752083333,0.503913876041667,1.304442875,1.3062356875,1.00576517708333,1.20548124652778,NaN,2.07138108333333,NaN,2.07138108333333,0.229243762473006,0.218451624758376,0.198031277509506,0.215242221580296,0.20003437317323,0.171035685792462,0.233035021483014,0.201368360149569,0.180975654741908,0.156676186328997,0.202641245839309,0.180097695636738,0.189920622368824,0.264248921466911,0.183523636011984,0.212564393282573
02/12/2019,0.30510955625,0.312062472916667,0.178900820833333,0.265357616666667,NaN,0.50587760625,0.509080566666667,0.507479086458333,1.30251366666667,1.30766447916667,1.0099332125,1.20670378611111,NaN,2.08078085416667,NaN,2.08078085416667,0.225332303342686,0.216709324548935,0.196783266906457,0.212941631599359,0.197318241450714,0.170637197597263,0.232260482115964,0.200071973721314,0.181391964968879,0.157291117099754,0.202857935742569,0.180513672603734,0.190170090723522,0.263672874511056,0.183421022276934,0.212421329170504
02/13/2019,0.288378504375,0.30698309375,0.181603964583333,0.258988520902778,NaN,0.511022985416667,0.518513891666667,0.514768438541667,1.30070841666667,1.30592460416667,1.0177848625,1.20813929444444,NaN,2.08445252083333,NaN,2.08445252083333,0.220468326047826,0.21451015747433,0.19534196326889,0.210106815597016,0.194207671949196,0.169721457184549,0.231401218771938,0.198443449301894,0.181545031436963,0.15744583334183,0.202847230792819,0.180612698523871,0.190312656163018,0.263227566009254,0.183434318556182,0.212324846909485
02/14/2019,0.298170727083333,0.311347339583333,0.19144566875,0.266987911805556,NaN,0.52263619375,0.518280339583334,0.520458266666667,1.30150933333333,1.31260172916667,1.0241597875,1.21275695,NaN,2.0696236875,NaN,2.0696236875,0.217728626062195,0.213078016930132,0.193732272660047,0.208179638550791,0.191314734613486,0.168800822173052,0.23038194887469,0.196832501887076,0.181545490969085,0.157449890655151,0.202635192919239,0.180543524847825,0.190505233961011,0.263047878096653,0.183568697797615,0.212373936618426
02/15/2019,0.309683791666667,0.3162731625,0.181532011666667,0.269162988611111,NaN,0.462177916666666,0.50881068125,0.485494298958333,1.28266983333333,1.03327224791667,1.01826364583333,1.11140190902778,NaN,1.767593375,NaN,1.767593375,0.225311037996669,0.308324691177201,0.211852067767393,0.248495932313755,0.193383151054725,0.212905756350661,0.277064508111816,0.227784471839067,0.181561348771413,0.187807113622414,0.203067719797148,0.190812060730325,0.191182620713181,0.341548126388421,0.184455152374728,0.23906196649211
02/16/2019,0.292864802083333,0.299717795833333,0.1715718375,0.254718145138889,NaN,0.453966460416667,0.488055545833333,0.471011003125,1.26837589583333,1.06966654166667,0.9809695375,1.106337325,NaN,1.75395552083333,NaN,1.75395552083333,0.233450586428399,0.310357455641153,0.218698593348809,0.254168878472787,0.204813393059221,0.220170417782993,0.281456017045146,0.23547994262912,0.182566728174711,0.197790376782807,0.207850928355537,0.196069344437685,0.191570377096634,0.357315735318668,0.184467511914475,0.244451208109925
02/17/2019,0.3008534125,0.2926374,0.17298126875,0.25549069375,NaN,0.462744710416667,0.48802004375,0.475382377083333,1.2531650625,1.12905835416667,0.969616370833334,1.11727992916667,NaN,1.82420016666667,NaN,1.82420016666667,0.239702145899484,0.303972264413077,0.22063130913894,0.2547685731505,0.21451617563434,0.218558287422893,0.277631905658521,0.236902122905251,0.184598011990168,0.197487464557816,0.212737700439275,0.198274392329086,0.191722792942376,0.355447524422075,0.184589557344215,0.243919958236222
02/18/2019,0.301784516666667,0.299289279166667,0.175308222916667,0.25879400625,NaN,0.473949108333333,0.490311304166667,0.48213020625,1.25743979166667,1.17903239583333,0.9696746375,1.135382275,NaN,1.86700247916667,NaN,1.86700247916667,0.244931153805225,0.299232692899565,0.221721412484647,0.255295086396479,0.219767419699246,0.21733194536467,0.275357286779092,0.237485550614336,0.187088953982696,0.196409219729393,0.216016273307566,0.199838149006552,0.191828498022803,0.353922609669577,0.184747235432788,0.243499447708389
02/19/2019,0.30452453125,0.294410283333333,0.176986266666667,0.258640360416667,NaN,0.476754935416667,0.490621883333333,0.483688409375,1.254121375,1.19388045833333,0.96951294375,1.13917159236111,NaN,1.88989672916667,NaN,1.88989672916667,0.247473173686043,0.295191239013939,0.222235551806206,0.254966654835396,0.221629912045879,0.216259199770632,0.273845145678459,0.237244752498323,0.189670877283158,0.195505052881536,0.218195603411659,0.201123844525451,0.191984918414769,0.352781678095826,0.184910874030204,0.2432258235136
02/20/2019,0.311446929166667,0.301498627083333,0.183305522916667,0.265417026388889,NaN,0.488931654166667,0.4926913625,0.490811508333333,1.25228883333333,1.21167483333333,0.968668197916667,1.14421062152778,NaN,1.91536510416667,NaN,1.91536510416667,0.248225314752017,0.291370885101273,0.222203266223929,0.253933155359073,0.221823303757301,0.215146389853545,0.27240695338978,0.236458882333542,0.191994303799611,0.194704080751268,0.219599837703803,0.202099407418227,0.192222241570896,0.352050607412223,0.185075451781462,0.24311610025486
02/21/2019,0.324636035416667,0.314989089583333,0.19726648125,0.27896386875,NaN,0.49785953125,0.5044758,0.501167665625,1.26129827083333,1.2341328125,0.972666952083333,1.15603267847222,NaN,1.93737229166667,NaN,1.93737229166667,0.24809239867319,0.288277903432793,0.221891684367316,0.2527539954911,0.221457926683351,0.214279896180466,0.271011699426585,0.2355831740968,0.193907935864193,0.194083803635943,0.220495973621154,0.202829237707097,0.192607493505113,0.351138236873487,0.18540124161952,0.24304899066604
02/22/2019,0.32914394375,0.323122029166667,0.201975929166667,0.284747300694444,NaN,0.505022472916667,0.511774695833333,0.508398584375,1.2632718125,1.24995445833333,0.980921841666667,1.1647160375,NaN,1.94724283333333,NaN,1.94724283333333,0.247393525582791,0.285657641652199,0.221176197079877,0.251409121438289,0.220640571064451,0.213444074069336,0.269656139761557,0.234580261631781,0.195290855640782,0.193308479119518,0.220950113316494,0.203183149358932,0.19283031385625,0.35047589177595,0.185853202908246,0.243053136180149
02/23/2019,0.325726727083333,0.317309164583333,0.196358889583333,0.279798260416667,NaN,0.50776269375,0.507430710416667,0.507596702083333,1.25007760416667,1.2449295,0.973462945833333,1.15615668333333,NaN,1.9493339375,NaN,1.9493339375,0.247041204927999,0.283527049886064,0.220729464107791,0.250432572973951,0.219869719978567,0.212732553081142,0.268293381725931,0.233631884928547,0.196295162769954,0.192846578272737,0.221300494721817,0.203480745254836,0.193173065074546,0.349773567138389,0.186211828230663,0.243052820147866
02/24/2019,0.33453613125,0.330876889583333,0.20846198125,0.291291667361111,NaN,0.515043152083333,0.514942804166667,0.514992978125,1.2585629375,1.2615179375,0.982178364583333,1.16741974652778,NaN,1.95909427083333,NaN,1.95909427083333,0.247153667774352,0.281652427249886,0.220080748618013,0.24962894788075,0.219308123605443,0.212092026793567,0.266998997311445,0.232799715903485,0.196820619749292,0.192205704941731,0.221541031548385,0.203522452079803,0.193752053868018,0.348899493969733,0.186670961720064,0.243107503185939
02/25/2019,0.342461379166667,0.330047604166667,0.207271466666667,0.29326015,NaN,0.529782083333334,0.526228060416666,0.528005071875,1.26552247916667,1.2616058125,0.979239770833333,1.16878935416667,NaN,1.96526783333333,NaN,1.96526783333333,0.247520471476527,0.280170742234637,0.219770738523211,0.249153984078125,0.219162778335034,0.211440407414343,0.266110418560266,0.232237868103214,0.197008362493019,0.191773972081724,0.221651376924086,0.203477903832943,0.194002995322471,0.348364793541705,0.187128127807113,0.243165305557096
02/26/2019,0.3453331,0.347695566666667,0.229487420833333,0.3075053625,NaN,0.53708680625,0.536773997916667,0.536930402083333,1.26999335416667,1.288932625,0.993141485416666,1.18402248819444,NaN,1.970996,NaN,1.970996,0.249967115297463,0.280985826740667,0.219495246347093,0.250149396128408,0.221397215577813,0.211493803252484,0.267464284609319,0.233451767813206,0.197363187777754,0.191413897004628,0.221615793548012,0.203464292776798,0.194600224357991,0.347412383200987,0.187535584027436,0.243182730528805
02/27/2019,0.357728535416667,0.35005060625,0.231364570833333,0.313047904166667,NaN,0.534083160416667,0.531002779166667,0.532542969791666,1.27598225,1.275458375,0.998960920833334,1.18346718194444,NaN,1.96100072916667,NaN,1.96100072916667,0.256883133529965,0.289762283572402,0.219610802101257,0.255418739734541,0.227317203552019,0.215551244042232,0.272000347073942,0.238289598222731,0.198053099199876,0.192640291463887,0.222430875952564,0.204374755538776,0.194997265277531,0.347332324650371,0.18798702688321,0.24343887227037
02/28/2019,0.333468864583333,0.333658325,0.23197545,0.299700879861111,NaN,0.536148183333333,0.5280080375,0.532078110416667,1.253260625,1.2486810625,0.98942268125,1.16378812291667,NaN,1.95991735416667,NaN,1.95991735416667,0.276746631517365,0.310289609885382,0.224253141154444,0.27042979418573,0.2420616524929,0.226399946918877,0.277835320978448,0.248765640130075,0.200511686899715,0.198671194498224,0.224010218300208,0.207731033232716,0.195483245971406,0.354507289334664,0.188532157113475,0.246174230806515
03/01/2019,0.346805785416667,0.3349497139375,0.2221611875,0.301305562284722,NaN,0.524463016666667,0.532990027083333,0.528726521875,1.24962366666667,1.21538625,0.984938720833333,1.14998287916667,NaN,1.9180729375,NaN,1.9180729375,0.301826578028945,0.329963656326447,0.236794347937659,0.289528194097684,0.257985182957756,0.2388924939517,0.285322620890071,0.260733432599842,0.207994424272023,0.207964884626704,0.227098547745349,0.214352618881359,0.196071937204727,0.367207992425949,0.189240023176407,0.250839984269028
03/02/2019,0.3523791625,0.333415454166667,0.225534854166667,0.303776490277778,NaN,0.513006841666667,0.530666460416667,0.521836651041667,1.22891197916667,1.16537077083333,0.972585783333333,1.12228951111111,NaN,1.86456722916667,NaN,1.86456722916667,0.323560780675077,0.347752376978658,0.248650002272842,0.306654386642192,0.274971680250836,0.249139482792308,0.294008891008659,0.272706684683934,0.228427912377615,0.216513784730795,0.232174406972282,0.225705368026898,0.196571602230689,0.37593437811787,0.189648738892208,0.254051573080256
03/03/2019,0.36120191875,0.33881251875,0.227572235416667,0.309195557638889,NaN,0.48384655625,0.530639441666667,0.507242998958333,1.2247283125,1.0357164375,0.9685388125,1.07632785416667,NaN,1.70499983333333,NaN,1.70499983333333,0.328254327564129,0.366567938234926,0.25942318836823,0.318081818055762,0.27809624214689,0.260417831302817,0.305146166764144,0.281220080071284,0.246394934295703,0.227314545158333,0.24011901596798,0.237942831807338,0.197478401392796,0.388557843318204,0.190461054747949,0.258832433152983
03/04/2019,0.375240116666667,0.3423378125,0.236924379166667,0.318167436111111,NaN,0.502268254166667,0.53868304375,0.520475648958333,1.2234905625,1.0783013125,0.966006802083333,1.08926622569444,NaN,1.70401925,NaN,1.70401925,0.324480137584382,0.355336111167859,0.257859000645584,0.312558416465942,0.276622654898999,0.256108945892071,0.302522474038265,0.278418024943112,0.250324870844663,0.224941704028038,0.246891292147812,0.240719289006838,0.198043828041552,0.382723992245302,0.190814000888273,0.257193940391709
03/05/2019,0.373436083333333,0.357310710416667,0.250276570833333,0.327007788194444,NaN,0.506287252083333,0.54367224375,0.524979747916667,1.22337316666667,1.120477625,0.976694947916667,1.10684857986111,NaN,1.73918227083333,NaN,1.73918227083333,0.324422664149662,0.354898677406953,0.256870675843426,0.312064005800014,0.275967304751142,0.256561780344027,0.301056942857553,0.277862009317574,0.250750027213251,0.224522523179859,0.24993148078088,0.241734677057997,0.198863980167751,0.37986105740795,0.191565083003518,0.256763373526406
03/06/2019,0.384039245833333,0.3419572,0.263005254166667,0.329667233333333,NaN,0.513167272916667,0.54074425,0.526955761458333,1.23316375,1.0932263125,0.972550841666667,1.09964696805556,NaN,1.73384929166667,NaN,1.73384929166667,0.342559179337046,0.372186803584839,0.263083121085677,0.325943034669187,0.287012053871033,0.266321285644921,0.305673356850036,0.28633556545533,0.256519908058112,0.232532677806315,0.253894301994818,0.247648962619749,0.200077827974766,0.387120216442122,0.192563232435361,0.259920425617416
03/07/2019,0.399663183333333,0.353050972916667,0.2523434,0.335019185416667,NaN,0.500186808333333,0.53916338125,0.519675094791667,1.22604085416667,1.04141572916667,0.962737920833333,1.07673150138889,NaN,1.67481060416667,NaN,1.67481060416667,0.364380230840607,0.38883429896039,0.278759759043942,0.34399142961498,0.306433453986984,0.275741997857802,0.317224095131578,0.299799848992121,0.271676290390881,0.241223612676442,0.264131050280839,0.259010317782721,0.201815084271224,0.392781403246641,0.193772877120742,0.262789788212869
03/08/2019,0.394836102083333,0.343240208333333,0.239425341666667,0.325833884027778,NaN,0.485842489583333,0.529640845833333,0.507741667708333,1.20060452083333,1.0030178375,0.943380891666666,1.04900108333333,NaN,1.60823847916667,NaN,1.60823847916667,0.364222794694804,0.387352850781019,0.28453667334663,0.345370772940818,0.309048592171765,0.275968662262303,0.322037322265609,0.302351525566559,0.279796929546018,0.243461199700393,0.279109232636652,0.267455787294355,0.205286161871916,0.392800051262916,0.199616759374878,0.26590099083657
03/09/2019,0.3912241125,0.35935688125,0.247840877083333,0.332807290277778,NaN,0.488242466666667,0.529599185416667,0.508920826041667,1.19468178958333,1.0273129125,0.93435118125,1.05211529444444,NaN,1.6102145625,NaN,1.6102145625,0.359988768427548,0.380390301859608,0.277712110817923,0.339363727035026,0.305886338018492,0.273004115219946,0.316431464016557,0.298440639084998,0.279115432566388,0.240574727219234,0.280711281629543,0.266800480471722,0.213680670916596,0.388459458569321,0.213056722583591,0.271732284023169
03/10/2019,0.4172828375,0.344467695833333,0.24561881875,0.335789784027778,NaN,0.50621605,0.543716641666667,0.524966345833333,1.22254679166667,1.03269141458333,0.939488179166667,1.06490879513889,NaN,1.62957922916667,NaN,1.62957922916667,0.367419326188577,0.387475331047309,0.283813859494064,0.346236172243317,0.310679622241992,0.276989030211863,0.320585506921271,0.302751386458375,0.282315483116769,0.243683569451739,0.283802044933509,0.269933699167339,0.227201320304573,0.391053744522729,0.224668193346357,0.28097441939122
03/11/2019,0.424126633333333,0.362448689583333,0.254610808333333,0.34706204375,NaN,0.501523335416667,0.54163031875,0.521576827083333,1.205720125,0.978677295833333,0.943840866666667,1.04274609583333,NaN,1.5794239375,NaN,1.5794239375,0.367716867738289,0.415290374011033,0.286263963924426,0.356423735224582,0.31224735422308,0.290862229456993,0.322121532644586,0.30841037210822,0.28617053380895,0.255793124524156,0.28867531920015,0.276879659177752,0.249580957468317,0.409247771024944,0.248606240936352,0.302478323143204
03/12/2019,0.436513054166667,0.335715927083333,0.24524031875,0.339156433333333,NaN,0.42932806875,0.522353383333333,0.475840726041667,1.193905125,0.660707791666667,0.913978783333333,0.9228639,NaN,1.11202447916667,NaN,1.11202447916667,0.394046250224539,0.479529278214975,0.306988930883516,0.39352148644101,0.329729357115555,0.341917419135224,0.346471349735346,0.339372708662042,0.300518413175729,0.290014848914527,0.29993362463278,0.296822295574345,0.292856812524399,0.454608043485449,0.29522785159588,0.347564235868576
03/13/2019,0.4253599375,0.331485329166667,0.214759722916667,0.323868329861111,NaN,0.426357060416667,0.477342391666667,0.451849726041667,1.12637408333333,0.733245322916667,0.825239602083333,0.894953002777778,NaN,1.15082122916667,NaN,1.15082122916667,0.387801509649831,0.439660794982468,0.303569425962821,0.37701057686504,0.327912522660233,0.316491883147843,0.339202302772321,0.327868902860133,0.311621948169271,0.272954754003429,0.30271941891588,0.295765373696193,0.398653607023825,0.436125583069483,0.341581055560651,0.392120081884653
03/14/2019,0.447256827083333,0.348995952083333,0.23626985,0.344174209722222,NaN,0.4630206375,0.507151708333333,0.485086172916667,1.18181747916667,0.826249116666666,0.86090745625,0.956324684027778,NaN,1.2635476875,NaN,1.2635476875,0.367960578794338,0.408871177457238,0.288487758201753,0.355106504817777,0.311919234436307,0.296507931633989,0.324081523748786,0.310836229939694,0.300474919137349,0.26025326005326,0.295106874884363,0.285278351358324,0.411640687710686,0.425029689820138,0.339145176708611,0.391938518079812
03/15/2019,0.473659091666667,0.370442275,0.26145171875,0.368517695138889,NaN,0.488221272916667,0.534849160416667,0.511535216666667,1.21785570833333,0.901577327083333,0.903671364583333,1.00770146666667,NaN,1.35464141666667,NaN,1.35464141666667,0.357993663376035,0.391704848140177,0.281712351567339,0.34380362102785,0.304520367967267,0.286786049714276,0.317541130871722,0.302949182851088,0.295176813101596,0.253716892950863,0.290974490931948,0.279956065661469,0.413762493142175,0.418912977286807,0.336973488478084,0.389882986302355
03/16/2019,0.483454920833333,0.387266791666667,0.289170366666667,0.386630693055556,NaN,0.510725335416667,0.55210823125,0.531416783333333,1.2257954375,0.955841614583333,0.927101641666667,1.03624623125,NaN,1.42139202083333,NaN,1.42139202083333,0.354635527311821,0.384061676170867,0.278474906365892,0.339057369949527,0.301730819323224,0.283676215885563,0.315822326582749,0.300409787263845,0.292747204594825,0.250147226502781,0.289238565259593,0.277377665452399,0.414785932265116,0.41485663973169,0.335627078309022,0.388423216768609
