Date,SOILT_O1_2cm,SOILT_O2_2cm,SOILT_G1_2cm,SOILT_G2_2cm,SOILT_2cm_gf,SOILT_O1_12cm,SOILT_O2_12cm,SOILT_G1_12cm,SOILT_G2_12cm,SOILT_12cm_gf,SOILT_O1_22cm,SOILT_O2_22cm,SOILT_G1_22cm,SOILT_G2_22cm,SOILT_22cm_gf,SOILT_O1_37cm,SOILT_O2_37cm,SOILT_G1_37cm,SOILT_G2_37cm,SOILT_37cm_gf,SOILT_O1_52cm,SOILT_O2_52cm,SOILT_G1_52cm,SOILT_G2_52cm,SOILT_52cm_gf,SWC_O1_2cm,SWC_O2_2cm,SWC_G1_2cm,SWC_G2_2cm,SWC_2cm_gf,SWC_O1_12cm,SWC_O2_12cm,SWC_G1_12cm,SWC_G2_12cm,SWC_12cm_gf,SWC_O1_22cm,SWC_O2_22cm,SWC_G1_22cm,SWC_G2_22cm,SWC_22cm_gf,SWC_O1_37cm,SWC_O2_37cm,SWC_G1_37cm,SWC_G2_37cm,SWC_37cm_gf,SWC_O1_52cm,SWC_O2_52cm,SWC_G1_52cm,SWC_G2_52cm,SWC_52cm_gf
08/14/2015,35.4272389583333,35.0142304166667,34.5638733333333,33.7920383333333,34.6993452604167,32.0433608333333,31.7548045833333,31.8893729166667,32.74422375,32.1079405208333,30.8164325,31.1825002083333,30.6569902083333,31.0862216666667,30.9355361458333,29.157090625,29.62279125,28.0488233333333,29.79780375,29.1566272395833,28.5480827083333,28.741705625,28.4519370833333,28.3630727083333,28.52619953125,0.0426183841297295,0.0680102963581603,0.0415910197268475,0.0477907373295274,0.0500026093860662,0.0744115253133019,0.0993714116345373,0.0874610055140476,0.0669685683950577,0.0820531277142361,0.0828084213705363,0.0887650707609556,0.0788518967647609,0.0803269982118367,0.0826880967770224,0.0825054262144739,0.0839389382037877,0.0853365280097499,0.0777700412935818,0.0823877334303984,0.0762277798823808,0.091554285732909,0.06290026392842,0.0867656313657132,0.0793619902273557
08/15/2015,34.7055466666667,34.1965325,33.7733975,33.429839375,34.0263290104167,32.5499775,32.2098654166667,32.2348372916667,33.071153125,32.5164583333333,31.7733372916667,32.114623125,31.5762270833333,32.0962475,31.89010875,29.753656875,30.3804366666667,28.973798125,30.6029672916667,29.9277147395833,28.981665,29.2318891666667,28.8639964583333,29.1823752083333,29.0649814583333,0.0764084875950906,0.0875888768445163,0.0746372635550695,0.0692609970428682,0.0769739062593862,0.0767840118897617,0.102319788706837,0.0946302349101957,0.0791338500515214,0.0882169713895791,0.0823415163021793,0.0879443482979296,0.0784326006182941,0.0796097683035171,0.08208205838048,0.082181348637786,0.083909011787091,0.0850847237424373,0.0777951197131959,0.0822425509701275,0.0760626803247732,0.0915524770745463,0.0627548550428441,0.0865533450610799,0.0792308393758108
08/16/2015,28.9341935416667,28.8778041666667,28.0810445833333,28.604544375,28.6243966666667,28.7115997916667,28.5698222916667,28.1928322916667,28.9370808333333,28.6028338020833,29.32393875,29.5421133333333,28.8307458333333,29.557739375,29.3136343229167,29.10453625,29.5079016666667,28.7325083333333,29.6055095833333,29.2376139583333,28.8032258333333,29.0837647916667,28.7174016666667,28.8701616666667,28.8686384895833,0.17411568306267,0.180793126638323,0.160639247202669,0.144863169351527,0.165102806563797,0.15419173877824,0.173914767446836,0.180218512707897,0.16705237490951,0.168844348460621,0.0824918489916334,0.0877019610435002,0.0833745113949392,0.0826808151884744,0.0840622841546368,0.081748843011962,0.0834844204884282,0.084829578357676,0.0777256748463737,0.08194712917611,0.0759975335172303,0.0914411302260835,0.06292208679003,0.0867391659912122,0.079274979131139
08/17/2015,31.3246222916667,30.9895227083333,30.48191,30.300399375,30.77411359375,30.26832,29.8392010416667,29.6922697916667,30.239425625,30.0098041145833,29.773850625,29.834923125,29.1613745833333,29.7757725,29.6364802083333,28.67962875,29.023651875,28.2566929166667,29.1349739583333,28.773736875,28.3759520833333,28.5883335416667,28.254753125,28.6159227083333,28.4587403645833,0.140359935694085,0.153241274335258,0.13270246481871,0.12730001878189,0.138400923407485,0.143377957697761,0.168714044289982,0.171585976948071,0.148181946942748,0.15796498146964,0.0832202198917375,0.0906845216131705,0.0924200883984726,0.0940974276203878,0.0901055643809421,0.0819321577453989,0.0834673503538165,0.0849379904645153,0.0775138245222394,0.0819628307714925,0.0759630966009524,0.0912240977420657,0.0630826860281061,0.0864579115606909,0.0791819479829538
08/18/2015,32.383479375,31.8054070833333,31.2032516666667,31.3035614583333,31.6739248958333,31.5129495833333,31.10204875,30.8713989583333,31.43421625,31.2301533854167,30.9686516666667,30.92947,30.392959375,30.870225625,30.7903266666667,29.3155366666667,29.6944727083333,29.353936875,29.766396875,29.53258578125,28.7052539583333,28.846090625,28.435729375,28.83079875,28.7044681770833,0.119711377879053,0.136418728239653,0.118926946217325,0.115670544388466,0.122681899181124,0.131783185680585,0.156322238869381,0.154127926517172,0.133098414077003,0.143832941286035,0.0851564838049164,0.0948593770855226,0.0950703980866251,0.0993004160129736,0.0935966687475094,0.0820676298472709,0.0836649317346,0.0848474146894855,0.0776143927358145,0.0820485922517927,0.0760346659067885,0.0912543936904171,0.063167780164092,0.0864647124003204,0.0792303880404045
08/19/2015,31.2366522916667,30.5589927083333,29.6279429166667,29.625095625,30.2621708854167,30.50478,29.8584591666667,29.873123125,30.1236852083333,30.090011875,30.3696975,30.3194785416667,29.871896875,30.2034597916667,30.1911331770833,29.381980625,29.62963375,28.66486875,29.7808920833333,29.3643438020833,28.8796077083333,28.982480625,28.6923725,29.0359014583333,28.8975905729167,0.102270031247596,0.123497584711301,0.10691209621289,0.104486141515363,0.109291463421787,0.122565452704184,0.146254051803549,0.138745419031702,0.12010529432397,0.131917554465851,0.0868171175238301,0.0976792368351683,0.0949971717501107,0.100303584367367,0.094949277619119,0.0821632883593568,0.0837333848451192,0.0854437211260053,0.0776023550484816,0.0822356873447408,0.0761897142294116,0.0913224659296561,0.0632485548802691,0.0864330808803794,0.0792984539799291
08/20/2015,30.91400875,30.4961547916667,30.1061395833333,30.074245625,30.3976371875,30.170503125,29.8039870833333,29.873255,30.252660625,30.0251014583333,30.040831875,30.121303125,29.7284891666667,30.045549375,29.9840433854167,29.2243675,29.4667247916667,28.5988502083333,29.5818529166667,29.2179488541667,28.8034666666667,28.8997322916667,28.6389947916667,28.9354502083333,28.8194109895833,0.0882913418816641,0.113129323329072,0.0961816254235654,0.094387304429327,0.097997398765907,0.115035657725823,0.137384380694178,0.12652123824637,0.110655062730572,0.122399084849236,0.0882524837074762,0.0990011218158607,0.0941378255422468,0.0998212802091928,0.0953031778186941,0.0822114956658743,0.0836829767029001,0.0854814552804511,0.0775981404678489,0.0822435170292686,0.0762716545998778,0.0913104765235833,0.0633249332032754,0.0863717478861143,0.0793197030532127
08/21/2015,26.6530110416667,26.7622247916667,26.6383239583333,27.429059375,26.8706547916667,27.9361579166667,27.6065725,27.8115789583333,28.011071875,27.8413453125,28.6738033333333,28.8106239583333,28.56882125,28.828313125,28.7203904166667,28.8459347916667,28.99651625,27.8370729166667,29.1707854166667,28.71257734375,28.578088125,28.7165941666667,28.5398410416667,28.793168125,28.6569228645833,0.0799120596163942,0.106160890597016,0.0885062755436686,0.0866103114292214,0.0902973842965751,0.108572080724031,0.130140450737149,0.1189230706551,0.103220129459386,0.115213932893917,0.0891972955707673,0.0988321182109255,0.0931026892763798,0.0980054469387439,0.0947843874992041,0.0823390979115166,0.0836211603801834,0.0858527562888174,0.0775851732742712,0.0823495469636972,0.0763668642636565,0.0913041393123906,0.0633513105869205,0.0863467572577308,0.0793422678551746
08/22/2015,30.495074375,29.85025375,29.3239314583333,28.9332460416667,29.65062640625,28.5894539583333,28.268906875,28.2756802083333,28.8573979166667,28.4978597395833,28.142074375,28.3879085416667,27.8811239583333,28.3011375,28.17806109375,27.9713397916667,28.056596875,26.7607072916667,28.2015075,27.7475378645833,27.89792,28.025359375,27.9516129166667,28.1156595833333,27.99763796875,0.0720941325321658,0.0994813879913651,0.0810800329007133,0.0804820098737977,0.0832843908245105,0.103795893114628,0.124656875673277,0.113346220811087,0.0987569090495192,0.110138974662128,0.0895836499753145,0.0983969447566164,0.091757480137803,0.0964550715605685,0.0940482866075756,0.08239133350702,0.0834678639816213,0.086026647897992,0.0775996667543397,0.0823713780352433,0.0763508418126735,0.0911889008330704,0.0633608772529441,0.0863380298692983,0.0793096624419966
08/23/2015,29.266105625,28.860078125,27.9579252083333,27.9250220833333,28.5022827604167,28.7005883333333,28.283198125,28.2874233333333,28.3619377083333,28.408286875,28.7096220833333,28.7608727083333,28.4558285416667,28.6504322916667,28.64418890625,28.2393754166667,28.4460016666667,27.7853358333333,28.5285414583333,28.24981359375,27.9550991666667,28.080489375,27.8866129166667,28.1121791666667,28.00859515625,0.0645814189357693,0.0940126785504001,0.0739890938150703,0.0751818019096097,0.0769412483027124,0.0986463581046926,0.119271543518227,0.109530429250245,0.0942695105285443,0.105429460350427,0.0902142926995253,0.0976423328528086,0.090725432967961,0.0947621802530182,0.0933360596933283,0.0824949230736326,0.0837056864374119,0.0858365162333826,0.077771451535307,0.0824521443199335,0.0763507144152601,0.091193454741645,0.0633702169550818,0.0863463046624546,0.0793151726936104
08/24/2015,31.567514375,30.9141291666667,30.5766825,29.913738125,30.7430160416667,29.46665375,29.2320872916667,29.2036695833333,29.658623125,29.3902584375,28.8348527083333,28.9397891666667,28.5909154166667,28.834078125,28.7999088541667,28.1036485416667,28.283740625,27.7422714583333,28.337176875,28.116709375,27.8636158333333,27.9466035416667,27.7610329166667,27.9626314583333,27.8834709375,0.0590884384008908,0.0886637689085841,0.0667250225839395,0.0696841220681359,0.0710403379903876,0.0946957809018746,0.114966742296634,0.105788190415691,0.0900882487536487,0.101384740591962,0.0901484741659689,0.0965702185041361,0.08935324341169,0.0928501982069151,0.0922305335721775,0.0826203623655835,0.0836681899528976,0.0859242307508102,0.0778816500430863,0.0825236082780944,0.0763632448046059,0.0911616579388734,0.0634630730874588,0.0863553727212014,0.0793358371380349
08/25/2015,27.907679375,28.0107104166667,28.22275625,28.9433127083333,28.2711146875,28.972521875,28.77730375,28.8388089583333,29.2966654166667,28.971325,29.2005077083333,29.351988125,29.0267183333333,29.3880579166667,29.2418180208333,28.504909375,28.77457375,27.8466335416667,28.89226875,28.5045963541667,28.104786875,28.2093752083333,27.960506875,27.8812877083333,28.0389891666667,0.0568163328922385,0.0854223561305774,0.0614629604799676,0.064745629406237,0.0671118197272551,0.0908247514780003,0.111354855873316,0.103383427840257,0.0854061702386379,0.0977423013575529,0.0899502469984548,0.0953465851921993,0.0882630434026065,0.0909221100032684,0.0911204963991322,0.0826498052498597,0.0838603052021414,0.0863631739699954,0.0780601786476802,0.0827333657674192,0.0764104784639319,0.0912405892137525,0.0634608164150059,0.0866688964616825,0.0794451951385932
08/26/2015,24.8110497916667,24.972965,24.81268,25.45295875,25.0124133854167,25.9734935416667,25.5761422916667,25.857028125,26.0093885416667,25.854013125,26.8600879166667,26.9836966666667,26.8236747916667,27.1055475,26.94325171875,27.6367497916666,27.634293125,26.1963641666667,27.8809241666667,27.3370828125,27.6552464583333,27.7924720833333,27.7461575,27.3564735416667,27.6375873958333,0.0612582595925124,0.0842272061046226,0.0625388408705984,0.0630105652951086,0.0677587179657105,0.0885644383133031,0.108870676856216,0.101597858225069,0.0821721800503892,0.0953012883612443,0.0890525723293407,0.0939818656751019,0.0874594818685197,0.0887765060037678,0.0898176064691825,0.082709178839242,0.0835116379791473,0.0869820722217469,0.0779277671737245,0.0827826640534652,0.0765091416044534,0.0911823703035605,0.0634802533824107,0.0867522399411734,0.0794810013078995
08/27/2015,26.396765625,26.1647320833333,26.0203535416667,26.0844352083333,26.1665716145833,26.307329375,25.8632979166667,26.0564416666667,26.32492875,26.1379994270833,26.43352125,26.5441654166667,26.30284875,26.543958125,26.4561233854167,26.848195,26.7931835416667,25.5075925,26.964268125,26.5283097916667,26.9533802083333,27.045736875,27.0720433333333,26.90889,26.9950126041667,0.0641661927711593,0.0841421185491845,0.0635846707082094,0.0624947688440048,0.0685969377181395,0.0875087570354006,0.107237596871036,0.100297694350656,0.081244597050317,0.0940721613268524,0.0885594331374484,0.0933884640659298,0.0867611935532016,0.088019337697146,0.0891821071134314,0.0825912069937857,0.0833667429396077,0.0870052772175451,0.0779926520048718,0.0827389697889526,0.076446776316287,0.0911220109735783,0.0635028136297858,0.086612441446952,0.0794210105916508
08/28/2015,30.1665766666667,29.2233010416667,28.4014014583333,28.2068195833333,28.9995246875,27.7642547916667,27.3330777083333,27.182340625,28.0058154166667,27.5713721354167,27.118080625,27.2362722916667,26.7261747916667,27.1571564583333,27.0594210416667,26.7626266666667,26.7644252083333,25.2894825,26.9152052083333,26.4329348958333,26.7347977083333,26.7597354166667,26.7892952083333,26.3844275,26.6670639583333,0.0599972507234135,0.0819588634812349,0.061736439535372,0.0619506764642285,0.0664108075510622,0.0861021120924633,0.105662386876072,0.0989938232662646,0.080672818439576,0.092857785168594,0.0883026063066004,0.0928385679870643,0.0861340210514933,0.0874182362878886,0.0886733579082616,0.0828747007874542,0.0834802594257511,0.0871485575083302,0.0780230338653614,0.0828816378967242,0.0764142881074863,0.0911083117521399,0.0635138053495286,0.0867599878065374,0.079449098253923
08/29/2015,31.5970970833333,30.853225,30.3290766666667,29.9953475,30.6936865625,29.404628125,28.9250091666667,28.9329135416667,29.686756875,29.2373269270833,28.5831779166667,28.68206375,28.1678154166667,28.6213477083333,28.5136011979167,27.39839375,27.5844102083333,26.09605375,27.7741297916667,27.213246875,27.083395,27.0980825,27.02484125,26.9378041666667,27.0360307291667,0.0516805963199427,0.0782520137334057,0.055069709269022,0.058635533803123,0.0609094632813733,0.0844112529721423,0.103959781923306,0.0977434952355934,0.0782542059969475,0.0910921840319973,0.0879864395815467,0.0921897679815229,0.0854148161002802,0.0866850571716955,0.0880690202087613,0.0830939615934301,0.0838086485563255,0.0872498884678841,0.0781441890782419,0.0830741719239704,0.0764107119890016,0.0911559396117053,0.0635217398170453,0.0866357573857923,0.0794310372008861
08/30/2015,32.66726875,32.004715625,31.6325485416667,31.0876904166667,31.8480558333333,30.11628125,29.7384202083333,29.8632514583333,30.5472708333333,30.0663059375,29.1965895833333,29.3619808333333,28.9438929166667,29.3294027083333,29.2079665104167,27.8898252083333,28.1354289583333,26.7433870833333,28.3477552083333,27.7790991145833,27.472653125,27.500973125,27.4003320833333,26.7575720833333,27.2828826041667,0.0474046268762434,0.0740727737587571,0.0501985699602965,0.0545337605682539,0.0565524327908877,0.0827658430123789,0.102184883867087,0.0962612020255911,0.0747123014340933,0.0889810575847875,0.0874422147714307,0.0913442636697674,0.0845839227467305,0.0857383417007967,0.0872771857221813,0.083228930313117,0.0839006662884934,0.0867902092100117,0.0782092386187611,0.0830322611075958,0.0765369117820192,0.0912070567769393,0.0635448777605126,0.0870421662689257,0.0795827531470992
08/31/2015,30.6743241666667,30.3148664583333,30.3401183333333,30.6910560416667,30.50509125,29.8707085416667,29.6185429166667,29.6152547916667,30.4553708333333,29.8899692708333,29.48641375,29.6604654166667,29.2342075,29.6813120833333,29.5155996875,28.2947620833333,28.6031664583333,27.2308720833333,28.809879375,28.23467,27.82116,27.9062164583333,27.7173664583333,27.913779375,27.8396305729167,0.045435147415622,0.0707576600582579,0.0471891937809629,0.0512975215210917,0.0536698806939836,0.0814134683181123,0.100285227828737,0.0949823766490649,0.0708440664771267,0.0868812848182602,0.0867492998142573,0.090449292759436,0.0837946894115267,0.0847396413019378,0.0864332308217894,0.0833029551268565,0.0839001921743402,0.0863738839694983,0.078161290097304,0.0829345803419997,0.0765678419902443,0.0912525904239273,0.0635424284193607,0.0864622220944472,0.0794562707319949
09/01/2015,29.6744710416667,29.42093375,29.5109308333333,29.8873483333333,29.6234209895833,29.0268983333333,28.907918125,28.7933408333333,29.7157454166667,29.1109756770833,28.8906,29.1090770833333,28.62697875,29.2088289583333,28.9588711979167,28.16019375,28.4535329166666,27.207584375,28.667796875,28.1222769791667,27.8293252083333,27.9673708333333,27.762019375,28.066883125,27.9063996354167,0.0444511210242324,0.067958466197307,0.0457146779519066,0.0492416019779109,0.0518414667878392,0.0793998966035001,0.0984706337727422,0.0937407043463627,0.0673840253008448,0.0847488150058625,0.0859497773200154,0.0895920279157526,0.0832029391896821,0.0838537550750885,0.0856496248751347,0.0833511257183754,0.0836918845537557,0.0861915231643945,0.0780302277906431,0.0828161903067922,0.0766096323709399,0.0911715149837836,0.0635221795239164,0.0863583001836358,0.0794154067655689
09/02/2015,30.9774520833333,30.5236079166667,30.4541325,30.4563202083333,30.6028781770833,29.4308691666667,29.1988591666667,29.1558254166667,30.03327375,29.454706875,28.9068208333333,29.136873125,28.6730670833333,29.182819375,28.9748951041667,28.0495325,28.3207991666667,26.9741989583333,28.5466735416667,27.9728010416667,27.731879375,27.8696033333333,27.713654375,27.9953666666667,27.8276259375,0.0428976593280091,0.0652030194641308,0.0441983892880486,0.0476792601938972,0.0499945820685214,0.0773931664961705,0.0968884865011197,0.0925189992449302,0.0647533283948741,0.0828884951592736,0.085297732141266,0.0889730646073385,0.0826177286519806,0.0831321891966736,0.0850051786493147,0.0832921381176568,0.0835615122602775,0.0861593996193923,0.0779446481199271,0.0827394245293134,0.0766141491346424,0.0910908513558374,0.0634735942222521,0.0863010193654292,0.0793699035195403
09/03/2015,30.257485,29.8232,29.6167541666667,29.69706625,29.8486263541667,29.0583658333333,28.7993602083333,28.712889375,29.569895,29.0351276041667,28.7440372916667,28.9183885416666,28.4768175,28.9843177083333,28.7808902604167,28.0213872916667,28.2563891666667,26.9473677083333,28.4887689583333,27.92847828125,27.7188935416667,27.8450360416667,27.7001595833333,27.9726858333333,27.80919375,0.0437479159066377,0.0639090434679127,0.0444225060986905,0.0471056996500387,0.0497962912808199,0.0753787584471969,0.095174603797009,0.0914561507853507,0.0628417436619537,0.0812128141728776,0.0845279622634015,0.0884422736239106,0.0821258169693104,0.0823921808378708,0.0843720584236233,0.0831531230586186,0.0834192583278583,0.0860423164543181,0.0778225455830152,0.0826093108559526,0.0765635983023524,0.0910443274881411,0.063382012690221,0.0862622698161792,0.0793130520742234
09/04/2015,23.5767314583333,24.1312852083333,24.6053379166667,25.819908125,24.5333156770833,26.5656335416667,26.2820472916667,26.6277629166667,26.7205079166667,26.5489879166667,27.7268022916667,27.8194002083333,27.7029283333333,27.9971695833333,27.8115751041667,27.81501875,27.9780279166667,26.6489335416667,28.233913125,27.6689733333333,27.6178260416667,27.7537147916667,27.6376283333333,27.8967329166667,27.7264755208333,0.0464305690782932,0.0644624473679093,0.0459889484003024,0.0474402690332097,0.0510805584699286,0.0734163237092668,0.0932742062203067,0.0907267698043581,0.0610165338383092,0.0796084583930602,0.0836788350186639,0.087666853637502,0.0817952655932771,0.0814153013096535,0.0836390638897741,0.082879452308533,0.0831894193961331,0.0860250969722429,0.0777026869585676,0.0824491639088692,0.0764591123828839,0.0909831536554155,0.0633047857956663,0.08620489422347,0.079237986514359
09/05/2015,27.3442460416667,27.0387158333333,27.1015283333333,27.0585008333333,27.1357477604167,26.5331466666667,26.26858375,26.2458995833333,26.9229202083333,26.4926375520833,26.4071041666667,26.55164625,26.2544058333333,26.5898989583333,26.4507638020833,26.7891860416667,26.7368945833333,25.55381,26.9134710416667,26.4983404166667,26.9051335416667,26.9937429166667,26.998555625,27.1260666666667,27.0058746875,0.052103035356403,0.0656150626250279,0.0485049939331607,0.0482943978550016,0.0536293724423983,0.0731242884026325,0.092274420179256,0.0895891417712274,0.0620028423182705,0.0792476731678466,0.083460102335315,0.0873709552947032,0.0814263991088244,0.0811052343566008,0.0833406727738608,0.0828518804404146,0.0827394286455749,0.0857714000668138,0.0775303466023342,0.0822232639387844,0.0763562406323809,0.0909034886922925,0.063270052996629,0.086260183305931,0.0791974914068083
09/06/2015,29.429611875,28.7867854166666,28.2916958333333,28.111695625,28.6549471875,27.5910908333333,27.3038279166667,27.0853660416667,27.9343208333333,27.47865140625,27.1593285416667,27.2582804166667,26.794270625,27.2472233333333,27.1147757291667,26.7866010416667,26.838478125,25.6765410416667,27.003766875,26.5763467708333,26.712121875,26.7628577083333,26.7456089583333,26.8899329166667,26.7776303645833,0.0477887664727067,0.0643894564369215,0.046638176398668,0.0482341338945817,0.0517626333007195,0.0727921118612256,0.0916896145569031,0.0891192720087991,0.0623468818235506,0.0789869700626196,0.0833631896683912,0.0872637296017042,0.0812029817736875,0.0809497616741949,0.0831949156794945,0.0829693858098876,0.0828468186415218,0.0856194930711014,0.077442174053226,0.0822194678939342,0.0762640419991404,0.0908430528542513,0.0631727700948921,0.0861309501384511,0.0791027037716838
09/07/2015,28.7217460416667,28.5024385416667,28.410635,28.6770391666667,28.5779646875,28.1001247916667,27.89940125,27.8002820833333,28.5203010416667,28.0800272916667,27.850324375,27.9482208333333,27.5479266666667,27.9608122916667,27.8268210416667,27.1063297916667,27.275781875,26.2148072916667,27.44296875,27.0099719270833,26.8836897916667,26.9216041666667,26.84322,27.0377020833333,26.9215540104167,0.0442222846837039,0.0625599265032221,0.0443170240422691,0.0466545082159374,0.0494384358612831,0.0718435415579751,0.0907011207423817,0.0886240685347148,0.0610252686302566,0.078048499866332,0.0829770478249828,0.0868763971991509,0.0809483024906401,0.0805504635974689,0.0828380527780607,0.0828507107976497,0.0829053778523249,0.0854460857032491,0.0774255560655571,0.0821569326046952,0.0761292773570129,0.0907957516679775,0.0630820222451342,0.0860550361062823,0.0790155218441017
09/08/2015,28.4872383333333,28.0024045833333,27.4938129166667,27.5981820833333,27.8954094791667,27.35282375,27.1411875,26.9938654166667,27.6177202083333,27.27639921875,27.2597316666667,27.3287333333333,27.022335625,27.3948820833333,27.2514206770833,26.9617779166667,27.0684510416667,26.2697627083333,27.2606260416667,26.8901544270833,26.843099375,26.8999729166667,26.8572860416667,27.0288935416667,26.90731296875,0.0434440526083951,0.061274166075128,0.0439316148022587,0.0461892387134837,0.0487097680498164,0.0707023117893693,0.0895527964134534,0.0879204223721767,0.0597855033924373,0.0769902584918592,0.0828970297765036,0.0864499718315604,0.0806536951818974,0.0799865722386529,0.0824968172571535,0.0829462994469943,0.0827351821595755,0.0852455847241246,0.077306626292041,0.0820584231556838,0.0761044296623207,0.0907740580686424,0.0629887427762643,0.0860159153565566,0.078970786465946
09/09/2015,29.8095635416667,29.0717625,28.7408060416667,28.6687052083333,29.0727093229167,28.2600379166667,27.972758125,27.7452004166667,28.5443410416667,28.130584375,27.7335441666667,27.7990685416667,27.367031875,27.788098125,27.6719356770833,26.963605,27.12147625,26.20647125,27.2889025,26.89511375,26.7883852083333,26.829894375,26.7813814583333,26.9465304166667,26.8365478645833,0.0414399415408927,0.0597079115549791,0.0425403572920275,0.0451555356942013,0.0472109365205252,0.0695631817765901,0.0885703777905787,0.0871236524389228,0.0589473669918798,0.0760511447494928,0.0826162722608468,0.0862205002330703,0.0803532400760399,0.0796679474524181,0.0822144900055938,0.082796627020842,0.0827458215482259,0.0851370067290688,0.0772364149048965,0.0819789675507583,0.0759652728751756,0.0906856906506476,0.0628909968594771,0.085959248852388,0.0788753023094221
09/10/2015,29.309810625,28.891178125,28.516586875,28.6126425,28.83255453125,28.1447839583333,27.94315,27.80306125,28.472559375,28.0908886458333,27.8175470833333,27.87125375,27.5455954166667,27.92913375,27.7908825,27.11384,27.2941954166667,26.5562185416667,27.483040625,27.1118236458333,26.8992377083333,26.9448329166667,26.8720933333333,27.065031875,26.9452989583333,0.0412062585200197,0.0585696616580996,0.0421532393584383,0.0444800677501624,0.04660230682168,0.0681995942464068,0.0874143786401374,0.0864270517568288,0.0576544095451008,0.0749238585471184,0.0823177400011109,0.0860820200970923,0.0801022257632332,0.0792268804676442,0.0819322165822701,0.0827300839253749,0.0826352308756773,0.0849697354272658,0.0771514784965958,0.0818716321812284,0.0758855376700197,0.0906530022484219,0.0628128455582175,0.0858965934969813,0.0788119947434101
09/11/2015,29.012723125,28.385431875,27.6795327083333,27.490385,28.1420181770833,27.7207739583333,27.447813125,27.2243120833333,27.6889602083333,27.52046484375,27.5537147916667,27.5837122916667,27.239835625,27.553515,27.4826944270833,27.0447814583333,27.211161875,26.4369675,27.34426125,27.0092930208333,26.884628125,26.9334727083333,26.854413125,27.0210727083333,26.9233966666667,0.0402355489649326,0.0574302141557348,0.041528497562134,0.0441273219473343,0.0458303956575339,0.0670222178435317,0.0859869866172877,0.0856836107063472,0.0567254726409908,0.0738545719520394,0.0822091449064979,0.0851991621976118,0.0798253155882873,0.0787591223121095,0.0814981862511266,0.0827089127956532,0.0825309882398128,0.0848647011255863,0.0770936000569631,0.0817995505545038,0.0757920778067514,0.0906092888224648,0.0627380566649075,0.085850621691604,0.0787475112464319
09/12/2015,30.80542,30.2280322916667,30.2859345833333,29.646855625,30.241560625,28.727771875,28.5085764583333,28.5241635416667,29.1561635416667,28.7291688541667,27.96749,28.0573725,27.7609714583333,28.05356125,27.9598488020833,27.0839639583333,27.26346875,26.3628629166667,27.4361045833333,27.0366000520833,26.8642291666667,26.9031647916667,26.8497139583333,27.024051875,26.9102899479167,0.0392796280166289,0.0560617433403668,0.040208075165733,0.0429415649687091,0.0446227528728595,0.0659358275104678,0.084620946688831,0.0847959348820195,0.0558668410062231,0.0728048875218854,0.0820002154683024,0.0847116307040027,0.0794773246336701,0.0784695789505951,0.0811646874391426,0.0826067100049574,0.0824887413427486,0.0848290925705387,0.0769987673131313,0.0817308278078441,0.075716828885455,0.0905060078418797,0.0626132425493462,0.0857351176394343,0.0786427992290288
09/13/2015,29.5758445833333,29.23325,29.2162985416667,29.442268125,29.3669153125,28.653761875,28.4579195833333,28.4267283333333,29.2672233333333,28.70140828125,28.2299572916667,28.3926895833333,28.0277235416667,28.441398125,28.2729421354167,27.3403779166667,27.5400958333333,26.0681185416667,27.7902141666667,27.1847016145833,27.04171125,27.0958320833333,27.0398425,27.24500625,27.1055980208333,0.0385202808993012,0.0551992085795261,0.0395017356313137,0.0421528813415886,0.0438435266129324,0.0646210330091791,0.0834253578223578,0.0840903169584411,0.0549445717289127,0.0717703198797227,0.0817835853310358,0.084416569395308,0.0792246364641345,0.0780519635309755,0.0808691886803635,0.0825613002077902,0.0824807731834924,0.085107315342826,0.076902930934883,0.0817630799172479,0.0756314475954125,0.0904901670985877,0.0624860453730457,0.0856712780469063,0.078569734528488
09/14/2015,29.0129927083333,28.5778379166667,28.342025625,28.6074479166667,28.6350760416667,28.028645625,27.9741066666667,27.666765,28.5291341666667,28.0496628645833,27.8430075,27.9914475,27.546330625,28.0456716666667,27.8566143229167,27.2720189583333,27.4927366666667,26.5949829166667,27.6746910416667,27.2586073958333,27.05560375,27.1576885416667,26.998256875,27.2396170833333,27.1127915625,0.0376588691159461,0.0541777420195579,0.0389128209142877,0.041497279648573,0.0430616779245912,0.0634883956020593,0.0820452887231801,0.0832860115978282,0.0538045240262149,0.0706560549873206,0.0817224518298871,0.0840065919403111,0.0790468159806999,0.0775189610266941,0.080573705194398,0.0825367612009734,0.0823064499204171,0.0845412568002935,0.0768366143814871,0.0815552705757928,0.0755936593529718,0.0904059232649783,0.0624449698847212,0.0856240039625537,0.0785171391163062
