Date,SOILT_O1_5cm,SOILT_O2_5cm,SOILT_O3_5cm,SOILT_J1_5cm,SOILT_J2_5cm,SOILT_J3_5cm,SOILT_5cm_gf,SOILT_O1_10cm,SOILT_O2_10cm,SOILT_O3_10cm,SOILT_J1_10cm,SOILT_J2_10cm,SOILT_J3_10cm,SOILT_10cm_gf,SOILT_O1_30cm,SOILT_O2_30cm,SOILT_O3_30cm,SOILT_J1_30cm,SOILT_J2_30cm,SOILT_J3_30cm,SOILT_30cm_gf,SWC_O1_5cm,SWC_O2_5cm,SWC_O3_5cm,SWC_J1_5cm,SWC_J2_5cm,SWC_J3_5cm,SWC_5cm_gf,SWC_O1_10cm,SWC_O2_10cm,SWC_O3_10cm,SWC_J1_10cm,SWC_J2_10cm,SWC_J3_10cm,SWC_10cm_gf,SWC_O1_30cm,SWC_O2_30cm,SWC_O3_30cm,SWC_J1_30cm,SWC_J2_30cm,SWC_J3_30cm,SWC_30cm_gf
09/16/2015,25.4554714583333,22.2286804166667,23.8973110416667,23.1723254166667,19.43341375,19.3095675,22.2494615972222,25.115625,22.20688875,24.0963775,22.07920375,19.7164377083333,20.8812952083333,22.3493046527778,24.486023125,22.156921875,23.2887558333333,20.7471591666667,19.6217647916667,19.3504808333333,21.6085176041667,0.161673711089844,0.183082625322089,0.114729406768127,0.0749212342368594,0.126666107095071,0.0771276748952362,0.123033459901204,0.154603255166354,0.126819800142698,0.141751358021095,0.137480669359388,0.159326979023681,0.118763016863755,0.139790846429495,0.151605251738191,0.138840765228952,0.13089803634028,0.156958197818896,0.107961216787368,0.122409144268103,0.134778768696965
09/17/2015,25.8594397916667,22.5647854166667,24.1891960416667,23.5926775,19.6753235416667,19.47307125,22.5590822569444,25.4893072916667,22.570270625,24.2760854166667,22.4073060416667,19.9294047916667,20.8053595833333,22.5796222916667,24.6298620833333,22.2691764583333,23.2854745833333,20.8394733333333,19.7207110416667,19.2709389583333,21.6692727430556,0.153146305447019,0.177705106833747,0.113803295457888,0.0682942699913896,0.121151879149337,0.0736214558382463,0.117953718786271,0.152738567471836,0.123315344091596,0.140694415105986,0.136477249889148,0.156619988561852,0.116170340255247,0.137669317562611,0.150994747384706,0.138291115661948,0.130293547934717,0.156636975018802,0.107455987411635,0.122353807970668,0.134337696897079
09/18/2015,24.8173483333333,22.20913375,23.9564995833333,23.4266066666667,19.4621658333333,19.12833,22.1666806944444,24.8278064583333,22.3661158333333,24.1737841666667,22.2741554166667,19.83463,20.460453125,22.3228241666667,24.5497910416667,22.3351566666667,23.3275879166667,20.9537572916667,19.7927139583333,19.2167635416667,21.6959617361111,0.145378006773734,0.172698441232725,0.112223046536531,0.0628953099485076,0.115596196430527,0.0707462572022283,0.113256209687376,0.150648899433782,0.120161658867177,0.139360199759078,0.135603428280707,0.154388771112968,0.113916392861066,0.13567989171913,0.150115664945308,0.13776575194909,0.129780998537649,0.156375310986841,0.106778822433819,0.122224125382575,0.133840112372547
09/19/2015,22.4411539583333,20.8521770833333,22.719898125,22.1629810416667,18.7810260416667,18.3419985416667,20.8832057986111,23.0712697916667,21.2315210416667,23.3251995833333,21.1554310416667,19.2702716666667,21.1480075,21.5336167708333,23.914870625,21.9493533333333,23.0683764583333,20.6035814583333,19.577805,19.4596916666667,21.4289464236111,0.138978012868361,0.168214979080432,0.109874413381644,0.0594778807982632,0.110553992180648,0.0686719321065401,0.109295201735981,0.148115372862467,0.117421713029189,0.137709041708167,0.134713437179966,0.15287528257859,0.11142051891627,0.133709227712442,0.149023016928203,0.137220119052018,0.129131050531717,0.156129314171949,0.106203112142438,0.12163262948508,0.133223207051901
09/20/2015,24.3460560416667,21.8523516666667,23.182215625,22.8761189583333,19.0460089583333,18.7745485416667,21.6795499652778,23.99555125,21.7527277083333,23.2573895833333,21.45413,19.2850958333333,20.6350583333333,21.7299921180556,23.4036964583333,21.5119641666667,22.5793564583333,20.166429375,19.2803275,19.0308489583333,20.9954371527778,0.134155886167931,0.164230540984425,0.108899306525691,0.0584843533279839,0.107808041563191,0.0677447404018936,0.108594169387719,0.146578900409753,0.115263350478096,0.137043191778803,0.133921594103636,0.152140390252318,0.111073284485904,0.132588617270721,0.148245164875205,0.136443718586527,0.128346204860583,0.155722159991106,0.105914370022872,0.121537551478497,0.132746679384486
09/21/2015,23.7538595833333,21.9634897916667,23.12257625,23.075346875,19.312545625,19.1379795833333,21.7276329513889,23.8441364583333,21.9514466666667,23.4026570833333,21.7464277083333,19.5941095833333,20.360883125,21.8166101041667,23.7004533333333,21.8652241666667,22.7539375,20.47020625,19.4741847916667,19.0413545833333,21.2175601041667,0.12992440945907,0.160990941847202,0.107451724051296,0.0570777320761582,0.105290318077641,0.0668873820074714,0.10460375125314,0.14518934807029,0.113294870031092,0.1362545798105,0.133580602137897,0.151361468203551,0.110945804334381,0.131771112097952,0.147875127707155,0.136037292483716,0.128101808550416,0.155443559648069,0.105589306071451,0.121649613915083,0.132395337130845
09/22/2015,21.841309375,20.582428125,22.14198125,20.111040625,19.0061766666667,19.2929970833333,20.4959888541667,22.25277875,20.8632235416667,22.7325210416667,20.3653397916667,19.4180245833333,19.7359722916667,20.8946433333333,23.303458125,21.6120979166667,22.5586366666667,20.1678910416667,19.4758552083333,19.1085214583333,21.0377434027778,0.248582493954327,0.235571624303959,0.142185572722653,0.176067800722542,0.161479135984104,0.112411855735596,0.17938308057053,0.212183301223805,0.154777026087018,0.139610233208919,0.187726258523148,0.207950772289576,0.130779718629252,0.172171218326953,0.147120540336386,0.135819580808841,0.127872486280218,0.15571515199663,0.106164091687322,0.121744735856436,0.132406097827639
09/23/2015,21.8567379166667,19.1723570833333,21.3186027083333,19.6182,18.4721572916667,18.2134535416667,19.7752514236111,21.7566995833333,19.4927116666667,21.6959027083333,19.6798360416667,19.00498,18.8305966666667,20.0767877777778,22.1828404166667,20.4885635416667,21.8298354166667,19.401381875,19.1745602083333,18.6503616666667,20.2879238541667,0.246893513802377,0.241851239563197,0.161570579578867,0.154704646326947,0.158422768374001,0.121257654583297,0.180783400371448,0.242484925812908,0.166963926484509,0.146548744154425,0.193121469098318,0.215576839302505,0.151419535294885,0.186019240024592,0.146351816667075,0.135382884316448,0.127268543159972,0.155974987110592,0.10627311810223,0.121778950619651,0.132171716662661
09/24/2015,22.4909447916667,18.946408125,21.2062922916667,19.4655077083333,18.085664375,17.522138125,19.6194925694444,22.3588425,19.2368791666667,21.6376072916667,19.52618375,18.6749897916667,18.443834375,19.9797228125,22.2856335416667,19.978913125,21.63955375,19.1997022916667,18.8970108333333,18.2354333333333,20.0393744791667,0.23527976620137,0.229482341481852,0.159385716368708,0.136455705481994,0.148934882768157,0.119420057720221,0.17149307833705,0.235570650899003,0.160384402341987,0.149782906471502,0.178668556623874,0.202829356865736,0.15107414608715,0.179718336548209,0.146901977404118,0.134872739819492,0.127236669512391,0.156004846650002,0.106025413747012,0.121586441331968,0.13210468141083
09/25/2015,23.314356875,20.340515625,22.0808104166667,20.528200625,18.2892610416667,17.62203125,20.3625293055556,23.06344125,20.3714110416667,22.181093125,20.35387625,18.8258647916667,18.4440483333333,20.5399557986111,22.502731875,20.15628375,21.5482895833333,19.1849914583333,18.8065352083333,17.9700689583333,20.0281501388889,0.226682191505532,0.220264961728572,0.15624870960842,0.123699276471061,0.142284809046481,0.115925946590649,0.164184315825119,0.228546290213593,0.154861895747057,0.151709969702774,0.165399146778345,0.190787731701878,0.14505798838691,0.172727170421759,0.147443009555138,0.134679299492079,0.127279178411286,0.155973855900267,0.105700792591098,0.121461150136748,0.132089547681103
09/26/2015,23.1796441666667,20.3136547916667,21.85719375,21.1254479166667,18.294075,17.43786375,20.3679798958333,22.956313125,20.3564485416667,22.1001339583333,20.6622852083333,19.0738554166667,18.338625625,20.5812769791667,22.5910097916667,20.3788564583333,21.656554375,19.3756841666667,18.7964139583333,17.7177822916667,20.0860501736111,0.218186552606116,0.212516835109829,0.152000905483225,0.112867480427017,0.136260739073239,0.111648522761037,0.157246839243411,0.22133531473194,0.149043493769159,0.151742606826709,0.156086428314508,0.179283235476721,0.13716669876708,0.165776296314353,0.1476264781508,0.134688865373571,0.127331931101832,0.155991144003603,0.105482434651556,0.121413633709763,0.132089081165187
09/27/2015,23.898799375,20.785631875,22.285295625,21.962405625,18.5680339583333,17.63636375,20.8560883680556,23.5932970833333,20.8357639583333,22.4346060416667,21.21856625,19.592164375,18.3092125,20.9972683680556,22.872403125,20.652820625,21.7529485416667,19.65804375,18.8769964583333,17.8156145833333,20.2714711805556,0.209197262311583,0.205232863632876,0.148020521168512,0.103970297273102,0.130728987696741,0.107221741533149,0.150728612269327,0.213311032415172,0.143449213250341,0.151309892383653,0.149930448009628,0.169999687439109,0.130127963855172,0.159688039558846,0.148112628702431,0.134566029693423,0.127422168132813,0.15589745307172,0.105264931083201,0.12124720337395,0.13208506900959
09/28/2015,23.5521927083333,20.17942375,21.8449170833333,21.579980625,18.1694870833333,17.2049435416667,20.4218241319444,23.205130625,20.3768029166667,22.1558435416667,20.76358125,19.26249125,17.86799375,20.6053072222222,22.850626875,20.633861875,21.7298004166667,19.6751475,18.5502360416667,17.8983504166667,20.2230038541667,0.199021548104796,0.198203332478892,0.143396363113961,0.0957230733802445,0.125231493061437,0.102224566235093,0.143966729395737,0.205065927242724,0.13791353852648,0.149876334227473,0.145384673276298,0.163319423467237,0.124148462168233,0.154284726484741,0.148242856685964,0.134407973003172,0.127350556797489,0.155630936298612,0.105115388933977,0.120932648771881,0.131946726748516
09/29/2015,23.7768783333333,20.4264708333333,21.8302633333333,21.779278125,18.1400820833333,17.265874375,20.5364745138889,23.125975625,20.4655747916667,22.0275495833333,20.7769172916667,18.9449570833333,17.712460625,20.5089058333333,22.6574814583333,20.4417916666667,21.543075625,19.46481125,18.2999975,17.943220625,20.0583963541667,0.188888826058368,0.191259684155897,0.139398021176933,0.0886673096644971,0.120851709284537,0.0974721283061091,0.13775627977439,0.19693075662022,0.133117840104954,0.148483001694636,0.141929797841621,0.158778830056352,0.119594757817544,0.149805830689221,0.148264072800443,0.134076696318817,0.127064113776962,0.155243148977491,0.104802227743591,0.120574622220482,0.131670813639631
09/30/2015,24.1124885416667,21.0185289583333,22.2646164583333,22.3156264583333,18.578766875,17.9136216666667,21.0339414930556,23.4801422916667,21.021665,22.4289002083333,21.2097522916667,18.95954375,18.17380875,20.8789687152778,22.8751110416667,20.81262375,21.6734060416667,19.7397877083333,18.3110979166667,18.0879077083333,20.2499890277778,0.180304014529693,0.185447452318325,0.136044003149487,0.0819311792985167,0.117241436003102,0.09319814810222,0.132361038900224,0.189706551107232,0.129094815183093,0.14734719422959,0.139906166157004,0.156146898104349,0.116673581291725,0.146479201012166,0.148628806239321,0.133888597165643,0.127087401220562,0.155086643383441,0.104666179050838,0.120526920443462,0.131647424583878
10/01/2015,24.6455870833333,21.6326341666667,22.8573985416667,22.7403985416667,18.87658625,18.4809760416667,21.5389301041667,24.0726377083333,21.6417720833333,22.9396604166667,21.5563614583333,19.131935,18.6699110416667,21.3353796180556,23.17526625,21.1989679166667,21.894151875,20.0399122916667,18.6591204166667,18.3581191666667,20.5542563194445,0.172164351291015,0.179802668786045,0.132941746989655,0.075344531060899,0.113322930765954,0.0887162554225497,0.127036912644922,0.182824613361736,0.12532337569165,0.145978707171462,0.13834090693617,0.153873803068189,0.114419114538322,0.143452069712837,0.148889250876242,0.133737059409692,0.127182010988957,0.154961554461375,0.104383936064934,0.120427021655322,0.13158718632946
10/02/2015,23.507671875,20.8021754166667,21.9952414583333,22.2472258333333,18.6570052083333,18.3371683333333,20.9244146875,23.1713947916667,20.9161077083333,22.3383070833333,21.113403125,18.8961564583333,18.619885,20.8425423611111,22.9416245833333,21.04612375,21.83025,20.0004958333333,18.9242247916667,18.4273735416667,20.52834875,0.164333957397111,0.174457960862608,0.129310631482568,0.069666182635572,0.109353094040999,0.0845800079451506,0.121950305727335,0.176015095517443,0.121579570667096,0.143693519378045,0.136736161343006,0.151910904111228,0.11243223799904,0.140394581502643,0.148520356630394,0.133420352971804,0.126929001130171,0.154757440495801,0.103932561359151,0.120293493393885,0.131353054908902
10/03/2015,18.3111047916667,17.3993225,19.2112358333333,19.5904285416667,17.4154341666667,16.662675625,18.0983669097222,19.325638125,18.2842858333333,20.4573139583333,19.2665172916667,18.0376829166667,17.7591639583333,18.8551003472222,21.8437595833333,20.3115979166667,21.353394375,19.5712566666667,18.7922614583333,18.3430041666667,20.0358790277778,0.182747459240109,0.184202728889102,0.126198700327988,0.114109790633094,0.119486239804767,0.0968594720519466,0.137267398491168,0.171485969608736,0.12066568862611,0.141053524529769,0.136505882881864,0.160798191462216,0.11582802195082,0.141056213176586,0.147581635323603,0.133113642182409,0.126568257313567,0.154730840851562,0.103827336687083,0.12020119841498,0.131003818462201
10/04/2015,16.1034220833333,15.7517058333333,16.592760625,16.4545608333333,15.7044783333333,15.0789114583333,15.9476398611111,16.3252875,16.0239825,17.79582,16.8561870833333,16.3963170833333,15.810115,16.5346181944444,19.1946241666667,18.1765764583333,19.6470716666667,17.8636810416667,17.6835325,17.2493814583333,18.3024778819444,0.26837888211631,0.248658935657416,0.154082300877313,0.185544549392121,0.147309500794244,0.11673617626326,0.186785057516777,0.228961082936583,0.161018767688,0.14083819281606,0.151923987910682,0.192616427640834,0.154226216931594,0.171597445987292,0.145066606996861,0.132162303967528,0.125288088092335,0.154538442851658,0.103887824411667,0.119705171801896,0.130108073020324
10/05/2015,16.0103741666667,15.5342460416667,16.1831935416667,16.3170629166667,15.4975033333333,15.016725,15.7598508333333,16.055431875,15.7707020833333,17.134919375,16.5347027083333,16.0008208333333,15.4856347916667,16.1637019444444,18.0850095833333,17.2785929166667,18.643274375,16.934849375,16.9096060416667,16.6105245833333,17.4103094791667,0.254796961276227,0.246914326101565,0.166366922333113,0.16194304474865,0.142516119691038,0.113542573473159,0.181013324603959,0.246972210753249,0.166746833877119,0.143792427489903,0.15656925769775,0.191999626992449,0.16899130220259,0.17917860983551,0.144306529948743,0.131551179976051,0.124487503521228,0.15443654778636,0.10390795826807,0.119466087285264,0.129692634464286
10/06/2015,17.411225625,15.7948083333333,16.7678620833333,17.1414675,15.83982875,15.2449122916667,16.3666840972222,17.055771875,15.9326579166667,17.25209625,17.1373675,16.2648408333333,15.6898352083333,16.5554282638889,17.9334295833333,16.903925625,18.1361741666667,16.73071625,16.7122314583333,16.4952883333333,17.1519609027778,0.248276416771007,0.241017629173501,0.165775197806634,0.147005514960188,0.140529510438761,0.112393354983777,0.175832937355645,0.24311579317554,0.166060610063818,0.147570420036387,0.151883294341766,0.185032738398882,0.167086646869731,0.176791583814354,0.144484129901098,0.131180777845381,0.124141807926452,0.154456683556269,0.10409490345611,0.119481895603551,0.129640033048144
10/07/2015,15.524271875,14.4900564583333,15.496188125,15.7770997916667,15.0883325,14.170898125,15.0911411458333,15.6855745833333,14.8849775,16.4916160416667,16.2006654166667,15.6681204166667,14.9585075,15.6482435763889,17.5994122916667,16.5043154166667,17.9403329166667,16.530016875,16.57997375,16.2621054166667,16.9026927777778,0.287089553401354,0.278178480862142,0.184565168895762,0.176709373089168,0.178172795684759,0.131277391464137,0.206381177365591,0.280235882627501,0.205106778631002,0.159129187499878,0.168040963824717,0.193229742030922,0.189721652449791,0.199244034510635,0.144793160414051,0.131210231179969,0.124080636917198,0.154705670610442,0.104140913145253,0.119469880437118,0.129733415450672
10/08/2015,15.0164914583333,13.8344683333333,14.4369089583333,14.6169566666667,14.1681116666667,13.6358647916667,14.2848003125,15.0905802083333,14.215076875,15.4322697916667,15.01551625,14.794359375,14.56546625,14.8522114583333,16.7179777083333,15.6388858333333,17.0925452083333,15.6657683333333,15.9297614583333,15.603240625,16.1080298611111,0.283557542517509,0.285347265310838,0.21446715337125,0.181272430340813,0.190274478313986,0.159245864729633,0.219027455764005,0.288892362619601,0.21693881258344,0.204240584592591,0.19991367310908,0.215268094071982,0.211789594229693,0.222840520201064,0.147503673818306,0.134747577962814,0.123324543270189,0.15460613366683,0.104376465118692,0.119257298488391,0.13063594872087
10/09/2015,NaN,NaN,NaN,NaN,NaN,NaN,14.890137890625,NaN,NaN,NaN,NaN,NaN,NaN,15.3321930121528,NaN,NaN,NaN,NaN,NaN,NaN,16.1494832638889,NaN,NaN,NaN,NaN,NaN,NaN,0.21027549897591,NaN,NaN,NaN,NaN,NaN,NaN,0.216262863172461,NaN,NaN,NaN,NaN,NaN,NaN,0.133107356032433
10/10/2015,NaN,NaN,NaN,NaN,NaN,NaN,15.49547546875,NaN,NaN,NaN,NaN,NaN,NaN,15.8121745659722,NaN,NaN,NaN,NaN,NaN,NaN,16.1909366666667,NaN,NaN,NaN,NaN,NaN,NaN,0.201523542187814,NaN,NaN,NaN,NaN,NaN,NaN,0.209685206143857,NaN,NaN,NaN,NaN,NaN,NaN,0.135578763343995
10/11/2015,NaN,NaN,NaN,NaN,NaN,NaN,16.100813046875,NaN,NaN,NaN,NaN,NaN,NaN,16.2921561197917,NaN,NaN,NaN,NaN,NaN,NaN,16.2323900694444,NaN,NaN,NaN,NaN,NaN,NaN,0.192771585399719,NaN,NaN,NaN,NaN,NaN,NaN,0.203107549115253,NaN,NaN,NaN,NaN,NaN,NaN,0.138050170655557
10/12/2015,18.646731875,15.9552102083333,17.371891875,18.5477422916667,15.3893289583333,14.3259985416667,16.706150625,18.095766875,15.966286875,17.6829489583333,18.176309375,15.739631875,14.9718820833333,16.7721376736111,17.55787,15.844933125,17.0800129166667,16.5477466666667,15.4442564583333,15.1682416666667,16.2738434722222,0.242812553486201,0.241833097494614,0.193576561488453,0.125925542854443,0.156432618368999,0.143537397977029,0.184019628611623,0.252150621036799,0.180451633096357,0.21303383982529,0.164189939869298,0.193783635045203,0.175569683646948,0.196529892086649,0.191355163259645,0.149444051065692,0.123462750323726,0.154908432104627,0.104765311004429,0.119193760044593,0.140521577967119
10/13/2015,19.235213125,16.3976960416667,17.6640216666667,19.282768125,15.4647933333333,14.2785729166667,17.0538442013889,18.619889375,16.4245089583333,17.944131875,18.6828904166667,15.7429889583333,14.9446479166667,17.0598429166667,17.970268125,16.2705395833333,17.381236875,16.9099204166667,15.466816875,15.1544525,16.5255390625,0.235306147511116,0.23373697789397,0.186805218682098,0.115601135728215,0.148649167414743,0.135918186525443,0.176002805625931,0.245240230317602,0.173284017579532,0.20865487052332,0.156849191685765,0.184525405840386,0.163812045790387,0.188727626956165,0.192863277768843,0.149901784094878,0.123794040528278,0.155180689933008,0.104764443539957,0.119107509628934,0.141113709146453
10/14/2015,18.7242660416667,15.8884525208333,17.2487925,19.0079516666667,15.0731808333333,13.8222591666667,16.6274837881944,18.24326875,16.02545375,17.6534214583333,18.2976225,15.4470864583333,14.6868295833333,16.72561375,18.0028297916667,16.30153125,17.453380625,16.985820625,15.2612089583333,15.03215375,16.5061541666667,0.228435981606168,0.227066198720382,0.179775386467931,0.10660443320608,0.140683581612188,0.128427020762323,0.168498767062512,0.238999342169125,0.167322854198512,0.203656140856315,0.151352906047107,0.176200436180488,0.152134704806301,0.181611064042975,0.192044984081853,0.149682773658706,0.123913070884192,0.155168052867364,0.104580489767176,0.118940122188043,0.140721582241222
10/15/2015,19.53967125,16.8456552083333,17.7658647916667,19.5123285416667,15.5373216666667,14.8524008333333,17.3422070486111,18.8712720833333,16.7087110416667,18.0304589583333,18.643029375,15.734465,15.1412377083333,17.1881956944444,18.2450310416667,16.5510675,17.5371402083333,17.1041166666667,15.6442,15.0925647916667,16.6956867013889,0.222065001741712,0.220734352263956,0.173704365811362,0.0991507904171578,0.134448564346988,0.122009448459281,0.162018753840076,0.232941063150384,0.16232486024821,0.199202179323868,0.147508696167407,0.169894772981446,0.142297914145018,0.175694914336056,0.190392558669496,0.149112176335699,0.124098552835175,0.154941344157866,0.104104712060184,0.118843698286564,0.140248840390831
10/16/2015,16.37619375,14.710884375,16.2126916666667,17.5522547916667,14.6217591666667,13.72582125,15.5332675,16.7591097916667,15.2487035416667,17.1482960416667,16.9588510416667,15.2047420833333,14.8685360416667,16.0313730902778,17.922295625,16.55865625,17.5557979166667,16.9749685416667,16.0071639583333,15.3198875,16.7231282986111,0.217126380540226,0.216619676705868,0.166834040961684,0.0921549145212914,0.128471924988294,0.115877122690169,0.156180676734589,0.227768290971209,0.157770458116822,0.194371220665335,0.144759070769907,0.165356142464318,0.134345945972581,0.170728521493362,0.188088681480311,0.148651662333283,0.124334516673164,0.155059547188429,0.103779884619574,0.118952249643769,0.139811090323089
10/17/2015,16.2124691041667,13.931116875,14.9781833333333,16.9364672916667,13.4695845833333,12.49144375,14.6698774895833,15.7955768125,14.1196076666667,15.5696808333333,15.8878641666667,13.8975691666667,13.473891875,14.7906984201389,16.2867575,15.05619875,16.40910875,15.5659852083333,14.971328125,14.3741629166667,15.4439235416667,0.209469525596238,0.210778980829126,0.16127154829889,0.0881898146532019,0.124414008543481,0.111024485445507,0.150858060561074,0.221268389191238,0.152810057101361,0.189320210656937,0.141706985875897,0.162026742544534,0.128484015918617,0.165936066881431,0.184235549792219,0.147006518042192,0.123379008311902,0.154299287943594,0.103361775239344,0.118442694969046,0.138454139049716
10/18/2015,17.7905120833333,15.918856875,16.4339989583333,18.4229341666667,14.7365172916667,14.1589625,16.2436303125,17.3058404166667,15.7850325,16.781136875,17.32493875,14.9026841666667,14.4185570833333,16.0863649652778,16.9888045833333,15.71284125,16.570035625,16.0638564583333,15.1382983333333,14.5463910416667,15.8367045486111,0.205961548421523,0.206892268456627,0.157941336692452,0.0840574087735099,0.122344826693433,0.107665964710901,0.147477225624741,0.217221825513439,0.149705446437693,0.186580684844661,0.140514983191627,0.159942394063251,0.124741641354885,0.163117829234259,0.182749874909253,0.146293967010876,0.123521844492958,0.154236105601058,0.103375440498426,0.118469453244255,0.138107780959471
10/19/2015,16.8352585416667,15.338295,16.2520645833333,18.1605870833333,14.8724508333333,14.3833627083333,15.9736697916667,16.813089375,15.5984014583333,16.8138385416667,17.158266875,15.1780391666667,14.8010872916667,16.0604537847222,17.1711102083333,16.1236625,16.800205,16.34324375,15.4649770833333,14.9304591666667,16.1389429513889,0.206558121038475,0.206895795085436,0.154171267827003,0.0876736446019695,0.120826472131977,0.11019855522876,0.14772064265227,0.213272887070196,0.147243546544865,0.182917759619355,0.13983610468922,0.158308963059127,0.121751814884816,0.160555179311263,0.180995642347045,0.145937800534646,0.123862352578692,0.154408328139617,0.103578167115667,0.118590563712138,0.137975874272265
10/20/2015,14.8548302083333,13.7157827083333,14.6728258333333,16.3201714583333,14.010119375,13.4678952083333,14.5069374652778,14.9535679166667,13.97712875,15.508990625,15.6239975,14.51064625,14.1888683333333,14.7938665625,16.1979920833333,15.39594875,16.3409120833333,15.6886783333333,15.2177666666667,14.7634114583333,15.6007848958333,0.21826339761713,0.212112499034967,0.150031481072729,0.102642542593971,0.122301110519303,0.115839472785035,0.153531750603856,0.210679126803657,0.150960974692211,0.178363358163392,0.139633322547231,0.156626230160857,0.119260383305143,0.159253899278748,0.178105741818812,0.144934193761708,0.12349799405153,0.154365143977135,0.103608499887446,0.118627363387788,0.13718982281407
10/21/2015,11.58832425,10.9222796875,12.040019375,12.659828125,12.023175,11.135672625,11.7282165104167,11.99102625,11.4752939375,13.328080625,13.0190095833333,12.836935625,12.4299172916667,12.51337721875,14.6633997916667,14.0301329166667,15.4376958333333,14.442635625,14.5407791666667,14.0289110416667,14.5239257291667,0.308641580136228,0.297439217555434,0.196277262157037,0.209193597333288,0.190022653665028,0.171883083135958,0.228909565663829,0.294798423323841,0.227819110452369,0.204874076182998,0.193828380217772,0.208761564260106,0.1919549352993,0.220339414956064,0.200232435782835,0.161544113997975,0.122936120014454,0.168817286974541,0.115587945311054,0.127456799486907,0.149429116927961
10/22/2015,NaN,NaN,NaN,NaN,NaN,NaN,11.6277322465278,NaN,NaN,NaN,NaN,NaN,NaN,12.2070433576389,NaN,NaN,NaN,NaN,NaN,NaN,13.6617532986111,NaN,NaN,NaN,NaN,NaN,NaN,0.236512417829956,NaN,NaN,NaN,NaN,NaN,NaN,0.243941526427264,NaN,NaN,NaN,NaN,NaN,NaN,0.187872388341018
10/23/2015,12.1620461875,10.7513476458333,11.5442014583333,12.8885260833333,11.2760973958333,10.541269125,11.5272479826389,12.1060593333333,10.981032125,12.2364414166667,12.9231339583333,11.777271875,11.3803182708333,11.9007094965278,13.29753625,12.2317827083333,13.4854420833333,12.7529666666667,12.8231102083333,12.2066472916667,12.7995808680556,0.300853083915194,0.305673965501301,0.245309357522972,0.189232977091041,0.219675277546778,0.203946958399208,0.244115269996082,0.312143888095867,0.232922329235126,0.267975814921022,0.261420889358521,0.279453891935619,0.251345013844624,0.267543637898463,0.292013140637576,0.2642440668744,0.121189594819597,0.264435047263458,0.193468006691858,0.222544102237562,0.226315659754075
10/24/2015,11.7453390416667,10.9112277291667,11.5162614166667,13.5132726458333,11.3840446875,10.4062877916667,11.5794055520833,11.8549923541667,11.1951951458333,12.2070987083333,13.505083125,11.83003125,11.3238391666667,11.9860399583333,13.14925375,12.2375285416667,13.2251252083333,12.91164875,12.7426845833333,12.0702970833333,12.7227563194444,0.288392891825561,0.293683253780577,0.235553763654365,0.17453115108297,0.212206313756809,0.194380058763926,0.233124572144035,0.29829067714035,0.221736408045579,0.259459449586106,0.247411542301501,0.270577925966043,0.236794533241905,0.255711756046914,0.283500441918597,0.257600305762918,0.121071050265298,0.25407373924513,0.18949404818391,0.219083117884901,0.220803783876792
10/25/2015,11.4905650208333,10.2550945625,10.9948445,13.383999,10.9024564375,9.7790876875,11.1343412013889,11.4046484375,10.5583440625,11.684022875,13.3392351666667,11.3995390208333,10.7306981875,11.519414625,12.5378929166667,11.8628216666667,12.770870625,12.8034233333333,12.4603258333333,11.5707879166667,12.3343537152778,0.27707403269707,0.284605842930513,0.226833157279135,0.162614221310825,0.206231798238928,0.187101720191312,0.224076795441297,0.286852871008091,0.21340748889745,0.251967829259854,0.235337092182752,0.263974177001084,0.226007009635942,0.246257744664196,0.275319764824653,0.251725152348026,0.120772065540112,0.242103187624297,0.18530443235264,0.213653927335134,0.214813088337477
10/26/2015,12.1865245416667,10.7426328125,11.8916235416667,14.0182927083333,11.3425859375,10.6345505833333,11.8027016875,12.1603753125,10.9912685833333,12.46133375,13.9111097916667,11.73712125,11.2939114375,12.0925200208333,12.8641070833333,12.0094277083333,12.8790995833333,13.1277016666667,12.514599375,11.6524929166667,12.5079047222222,0.268397239228587,0.275184829492855,0.219511838138414,0.152587906676451,0.200984481620065,0.180826117494601,0.216248735441829,0.277427095955121,0.206145104185622,0.245915755397665,0.223304678188502,0.257039934744778,0.216579797660205,0.237735394355316,0.268843861828905,0.245918736221566,0.121016364927423,0.227277145179416,0.18043933283834,0.207067705265414,0.208427191043511
10/27/2015,12.5122030416667,10.0811204791667,11.8489791666667,14.4848522916667,11.3298162708333,10.3301633125,11.7645224270833,12.3024696041667,10.5701965833333,12.41486125,14.2906504166667,11.73446375,11.18468975,12.0828885590278,12.84865875,11.74859875,12.8804658333333,13.243286875,12.5121333333333,11.6461329166667,12.4798794097222,0.259408149279179,0.266624957010307,0.212927553106059,0.143198616535639,0.195106994554294,0.17383489694253,0.208516861238001,0.270505316658163,0.198548483661541,0.240587324041916,0.210628300693463,0.25026551053983,0.206750236479695,0.229547528679101,0.262805988048576,0.240588935135359,0.121177360434311,0.212588704479651,0.175377640481202,0.199693136408798,0.202038627497983
